,E.name,E.countries,total
14899,SHABILA OVERSEAS S.A.,Luxembourg,4
14900,H2R DIRECTORSHIP INC.,Switzerland,1
14901,NEREID CONSULT S.A.,Switzerland,1
14902,MATHABA TRADING CORP.,Bahamas,4
14903,HOGEN TRADING CORP.,Switzerland,2
14904,WHITE HORSE CONSULTING S.A.,Belgium,4
14905,BRISA ENTERPRISES CORP.,Luxembourg,4
14906,MONETTE INTL. GROUP INC.,Switzerland,1
14907,CHARTEROR INTERNATIONAL S.A.,Switzerland,2
14908,THE GOLDEN POND HOLDING CORP.,Switzerland,10
14909,GRUPO BRISA S.A.,Andorra,3
14910,VITA HOLDING GROUP CORP.,Switzerland,4
14911,INTERELEC S.A.,Switzerland,2
14912,EYDEN GROUP S.A.,El Salvador,4
14913,PHILIPSON CORP.,Switzerland,1
14914,MAMIE TRADING S.A.,Andorra,4
14915,ANN ARBOR SERVICES S.A.,Andorra,4
14916,EDMONDS HOLDINGS S.A.,Andorra,4
14917,HERTEL ASSOCIATES S.A.,Andorra,4
14918,REFLEX PORTFOLIO S.A.,Andorra,4
14919,ANZEN HOLDINGS ASSOCIATES INC.,Monaco,1
14920,CYNERGY ASSOCIATES S.A.,Luxembourg,4
14921,GIRANDELL S.A.,Switzerland,1
14922,BATEMAN S.A.,Luxembourg,4
14923,JERVOIS HOLDINGS CORP.,Switzerland,1
14924,KENZIA TRADE S.A.,Panama,4
14925,SATURN ASSETS S.A.,Luxembourg,4
14926,PLAY & LEISURE HOLDING CORP.,Switzerland,3
14927,LOVATAN ENTERPRISES CORPORATION,Switzerland,1
14928,VALCOS MANAGEMENT S.A.,Switzerland,1
14929,CORKE INCORPORATED,Luxembourg,5
14930,GURP S.A.,Switzerland,1
14931,NEVA S.A.,Switzerland,1
14932,UNACOMM M.I. LIMITED CORP.,Monaco,1
14933,OVERDENE INC.,Monaco,1
14934,TEMPO SERVICES S.A.,Monaco,1
14935,VILCHEZA INC.,Switzerland,1
14936,INTERAZUCENA JM CORP.,Andorra,4
14937,CARMEL DEVELOPMENT INC.,Costa Rica,7
14938,FONTENAY LIMITED INC.,Cyprus,4
14939,GREENCOVE PROPERTIES INC.,Switzerland,2
14940,BENROSE INVESTMENTS CORP.,Switzerland,1
14941,M INVEST INC.,Luxembourg,1
14942,ROSEPORT OVERSEAS ASSETS INC.,Switzerland,1
14943,JONAKUR S.A.,Luxembourg,4
14944,LLANSA S.A.,Switzerland,1
14945,ARCON ADVANCE CORPORATION,Switzerland,1
14946,UNIFISON INVESTMENTS CORP.,Switzerland,1
14947,GOLDEN CENTRE INTERNATIONAL S.A.,Switzerland,1
14948,GOLDEN HOLDINGS GROUP CORPORATION,Switzerland,2
14949,TRINITY ENTERPRISES SERVICES INC.,Switzerland,1
14950,MATARROMERA S.A.,Switzerland,1
14951,DAMANIA FAMILY CORP.,Panama,4
14952,ANGRA BUSINESS CORP.,Bahamas,1
14953,PROVOST MANAGEMENT CORP.,Brazil,2
14954,QUANTO INC.,Luxembourg,2
14955,ROGAN CAPITAL S.A.,Luxembourg,4
14956,INTERGLADIOLO JM CORP.,Andorra,4
14957,ECHO INDUSTRIES S.A.,Luxembourg,4
14958,ELAFIELD S.A.,Panama,4
14959,NATEC MARITIME INC.,Luxembourg,4
14960,BARKLEY MARKETING INCORPORATED,Switzerland,1
14961,DUNSTER EQUITIES CORP.,Switzerland,1
14962,DURHAM EQUITIES CORPORATION,Monaco,1
14963,ANABEL ASSETS COMPANY CORP.,Switzerland,1
14964,WMB GROUP S.A.,Switzerland,2
14965,MAUTIRIS CORP.,Luxembourg,4
14966,ALTAM INTERNATIONAL S.A.,Bahamas,1
14967,EVATNEY CONSULTANTS INC.,Andorra,4
14968,MERLIN ENTERPRISES S.A.,Bahamas,4
14969,STINGALLS GLOBAL INCORPORATED,Brazil,4
14970,PHILBRICK CORPORATION,Switzerland,1
14971,MILWAUKEE PORTFOLIO S.A.,Switzerland,1
14972,FAIRCLOUGH INCORPORATED,Switzerland,1
14973,MEGATRONIC SERVICES S.A.,Uruguay,100
14974,ORIGIN MARKETING S.A.,United States,4
14975,CHARTFIELD MARKETING CORP.,Brazil,4
14976,FIDRA INVESTMENTS CORP.,Monaco,1
14977,SEFIT INTERNATIONAL CORP.,Monaco,1
14978,VALENCIA OVERSEAS INC.,Monaco,1
14979,BITE INVESTMENTS INC.,Luxembourg,5
14980,HELIER ASSOCIATES CORP.,Panama,4
14981,LUSIERNA MANAGEMENT S.A.,Cyprus,1
14982,LINKA CORPORATION,Monaco,1
14983,BURINE CORPORATION,Switzerland,1
14984,PYRAMID PROPERTIES CORPORATION,Monaco,1
14985,NAMOS CORP.,Luxembourg,4
14986,GOSVERN S.A.,Switzerland,1
14987,BOYERS TRADING INCORPORATED,Switzerland,1
14988,BAGSHAW OVERSEAS INC.,Monaco,1
14989,BAVIDGE CAPITAL CORP.,Switzerland,1
14990,GOLDEN COLLECTION CORP.,Switzerland,1
14991,ARISTOCRATIC ASSETS ASSOCIATES CORP.,Monaco,1
14992,BANDOR CORPORATION,Monaco,1
14993,ETAN CONSULTANTS CORP.,Switzerland,1
14994,ETEC MARKETING S.A.,Switzerland,1
14995,OVERLUX CORPORATION,Switzerland,1
14996,GOLDKEY HOLDINGS S.A.,Switzerland,1
14997,ISABELLE VENTURES CORP.,Switzerland,1
14998,DRILLTECH CONSULTANTS CORP.,Switzerland,1
14999,WESTFIELD AGENCIES S.A.,Switzerland,2
15000,KELFIELD RESOURCES INC.,Monaco,3
15001,BETTINA LTD INC.,Switzerland,1
15002,CUPRIT INC.,Luxembourg,4
15003,ACRISOL CONSULTORES S.A.,Andorra,4
15004,NEGOCIOS ROMA S.A.,Andorra,4
15005,ROSETA SERVICIOS S.A.,Andorra,4
15006,INTEX INTERNATIONAL CONSTRUCTION INC.,Switzerland,1
15007,BELINFANT INVESTMENT INC.,Switzerland,1
15008,MACORIS CONSULTANTS S.A.,Switzerland,1
15009,BOLEYN CONSULTANTS INC.,Monaco,1
15010,CANBY SERVICES CORP.,Switzerland,1
15011,FOREVIEW SERVICES INC.,Luxembourg,4
15012,RAVENA DEVELOPMENT CORP.,Luxembourg,3
15013,STARPOINT REAL ESTATE CORP.,Switzerland,1
15014,ATTICA ENTERPRISES GLOBAL CORP.,Switzerland,3
15015,DAWN LIGHT LIMITED INC.,Switzerland,1
15016,WAKESON INC.,Luxembourg,2
15017,DARLEY CONSULTANTS INC.,Switzerland,1
15018,BLUEFIELD STAR CORPORATION,Switzerland,1
15019,PACIFIC ATLANTIC COMPANY CORP.,Switzerland,1
15020,NARTASIA S.A.,Luxembourg,4
15021,ALTOSA INC.,Panama,4
15022,FOSSELLO INC.,Luxembourg,5
15023,LONSDALE DEVELOPMENT CORP.,Monaco,1
15024,DERMONT TEAM INC.,Luxembourg,4
15025,LESSIER CORP.,Luxembourg,4
15026,MEGAN REAL ESTATE INC.,Luxembourg,4
15027,EDESON INTERNATIONAL CORP.,Switzerland,1
15028,FILENE EQUITIES CORP.,Monaco,1
15029,FORTEY REAL ESTATES CORP.,Switzerland,1
15030,RAYPOINT OVERSEAS CORP.,Monaco,1
15031,FAUSTO TRADING INC.,Switzerland,1
15032,GROSELLA RESOURCES INC.,Switzerland,1
15033,DPR CONSULTANT S.A.,Switzerland,1
15034,APPLETREE HOLDING S.A.,Cyprus,4
15035,CONSOLVE INVESTMENTS INC.,Luxembourg,5
15036,FAMO MARITIME S.A.,Panama,4
15037,A I B SERVICE SECURITE S.A.,Luxembourg,4
15038,UCELLO INC.,Monaco,1
15039,MO & ME INC.,Malta,1
15040,CHARTWELL GROUP S.A.,Switzerland,1
15041,CHARTWELL ENERGY GROUP INCORPORATED,Switzerland,1
15042,GOLDEN HAWK INVESTMENTS S.A.,Switzerland,1
15043,UNIGLOBE CORPORATION BUSINESS INC.,Switzerland,1
15044,LOUBELLE INVESTMENTS HOLDINGS S.A.,Switzerland,1
15045,LOWELL ENTERPRISES MANAGEMENT INC.,Switzerland,1
15046,JUSTY PORTFOLIO CORPORATION,Switzerland,1
15047,FARO BUSINESS CORP.,Luxembourg,4
15048,LOVARIA INC.,Luxembourg,4
15049,IVORY SPEAR HOLDINGS CORP.,Switzerland,1
15050,MACORIS ENTERPRISES CORP.,Switzerland,1
15051,MADRID ASSOCIATES INC.,Switzerland,1
15052,NAPPER SERVICES CORP.,Monaco,1
15053,RUTENIO RESOURCES S.A.,Switzerland,1
15054,ROMA BUSINESS GROUP S.A.,El Salvador,4
15055,HOY GROUP INCORPORATED,Israel,4
15056,VEGAR TEAM S.A.,Luxembourg,4
15057,SPRINGHAM S.A.,United Kingdom,5
15058,DEAUVILLE SERVICES S.A.,Switzerland,1
15059,WELBEACH S.A.,Panama,3
15060,DIVRAN INC.,United Kingdom,4
15061,KEIR MANAGEMENT S.A.,Switzerland,2
15062,MOLLER GROUP S.A.,Bahamas,4
15063,UNI-RIAS S.A.,Monaco,1
15064,ROSEMONT CONSULTING SERVICES S.A.,Switzerland,1
15065,WAGNER PACIFIC CORPORATION,Switzerland,1
15066,OZERY MARKETING INC.,Switzerland,1
15067,HUMPATH INVESTMENTS CORPORATION,Monaco,1
15068,NIRMAK S.A.,Luxembourg,4
15069,MONIQUE INC.,Luxembourg,2
15070,MEROWIN CORP.,Luxembourg,4
15071,BUZZCARD HOLDINGS INCORPORATED,Switzerland,1
15072,BURFIELD ENTERPRISES CORPORATION,Switzerland,1
15073,PARITET HOLDINGS S.A.,Switzerland,1
15074,MOONWALKER HOLDING S.A.,Panama,4
15075,TOWNHOUSES INVESTMENTS INC.,Ecuador,4
15076,NEW GENERATION HOLDINGS S.A.,Switzerland,1
15077,FAIR TRADE COMPANY INC.,Bahamas,1
15078,BART INTERNATIONAL S.A.,Switzerland,1
15079,DOUBLENETWORK S.A.,Luxembourg,2
15080,WORKS SHIPPING S.A.,Switzerland,4
15081,SYNCHRON TRADING CORP.,Monaco,1
15082,EDFORD VENTURES CORP.,Luxembourg,4
15083,FROMBERG S.A.,Luxembourg,4
15084,KINSLEY EQUITIES S.A.,Switzerland,4
15085,OAKBAY INCORPORATED,Luxembourg,4
15086,KEYTES BUSINESS GROUP INC.,Switzerland,1
15087,GOLDEN LINE SERVICES INC.,Switzerland,1
15088,VALEYHILL TRADING INC.,Switzerland,1
15089,MONICE CORPORATION,Switzerland,1
15090,TECHSERVICE CORPORATION,Switzerland,1
15091,SELECT ASSOCIATES MANAGEMENT CORP.,Switzerland,1
15092,BLUEBELL MANAGEMENT OVERSEAS CORP.,Switzerland,1
15093,CALISTO QUEST INC.,Uruguay,4
15094,NISL COMPANY CORP.,Monaco,1
15095,ST. WILFRID S.A.,Malta,1
15096,AURORA BOREALIS INC.,Samoa,1
15097,ZENITRON INCORPORATED,Switzerland,1
15098,LOVELL DEVELOPMENT CO. CORP.,Switzerland,1
15099,ARCRED INVESTMENTS CORP.,Spain,1
15100,DARLOCK CORPORATION,Monaco,4
15101,CHARTEX CORPORATION GROUP S.A.,Switzerland,1
15102,ERWORTH ASSET MANAGEMENT CORP.,Switzerland,1
15103,ARJAY SERVICES CORP.,Switzerland,1
15104,MADISON HOUSE CORP.,Switzerland,1
15105,SYLVIN EQUITIES INC.,Bahamas,4
15106,RICARD LAKE PROPERTY INC.,Luxembourg,4
15107,WESLEY GROUP S.A.,Luxembourg,4
15108,SOROC COMPANY S.A.,Switzerland,1
15109,TENBRITH GROUP S.A.,Switzerland,1
15110,HURLEY INVESTMENTS ASSETS CORP.,Switzerland,1
15111,FIMACO GROUP S.A.,Switzerland,1
15112,NUCLEUS TRADING CORP.,Luxembourg,4
15113,SESTERTIUS S.A.,United Kingdom,4
15114,TAIKO DEVELOPMENT INT' L S.A.,Luxembourg,4
15115,ZIRCON REAL ESTATE INC.,Luxembourg,4
15116,MOCHITA HOLDING CORP.,Switzerland,2
15117,SAHARA ENTERPRISE SOLUTIONS GROUP S.A.,Monaco,1
15118,UNICORN INVESTMENTS INTERNATIONAL S.A.,Switzerland,1
15119,RAYPOINT BUSINESS S.A.,Switzerland,1
15120,SANDHILL PORTFOLIO S.A.,Switzerland,20
15121,CRISTIES ATLANTIC S.A.,Cyprus,4
15122,STRATON EQUITIES INC.,Panama,4
15123,INVEST GROUP CONSULTANTS CORP.,Switzerland,2
15124,BARDEN TRADING ENTERPRISES S.A.,Switzerland,1
15125,CASSANA ASSOCIATES INCORPORATED,Luxembourg,4
15126,UNIKEN INC.,Luxembourg,2
15127,YANWILL INC.,Luxembourg,2
15128,LYRIS & CO. INC.,Switzerland,4
15129,MOONLIGHT GROUP SERVICES S.A.,Switzerland,1
15130,LANCREZ HOLDINGS S.A.,Switzerland,1
15131,PURLEY CAPITAL INCORPORATED,Monaco,1
15132,SYMTUS MANAGEMENT CORP.,Switzerland,1
15133,BAHAI ISLAND S.A.,Luxembourg,4
15134,KALAHARY RESORT S.A.,Luxembourg,4
15135,LACEY OVERSEAS S.A.,Luxembourg,4
15136,COCCINELLA CORP.,Luxembourg,4
15137,JACKLIN INVESTMENTS CORPORATION,Switzerland,1
15138,KENNON MANAGEMENT INCORPORATED,Switzerland,1
15139,FUTURVEST INTERNATIONAL GROUP CORP.,Switzerland,1
15140,RIBOT INC.,Panama,4
15141,GRAND PALACE HOLDINGS INC.,Brazil,1
15142,RAVENHILL INVESTMENTS CORP.,Switzerland,1
15143,BRIGHT DEVELOPMENTS S.A.,Switzerland,1
15144,DOVE HOLDING GROUP INC.,Bahamas,2
15145,WELSY INTERNATIONAL CORP.,Brazil,2
15146,KALYPSO CONSULTING S.A.,Gibraltar,4
15147,TILIA S.A.,Luxembourg,4
15148,SHERLANE INC.,Panama,4
15149,AUBIAN MANAGEMENT S.A.,Switzerland,1
15150,LIBBY INTERNATIONAL COMPANY S.A.,Switzerland,1
15151,ANDREWS FIELD CORPORATION,Switzerland,1
15152,AMELIE INC.,Luxembourg,2
15153,CARAMAGNA INC.,Luxembourg,5
15154,UPWOOD S.A.,Luxembourg,4
15155,HUTTON ENTERPRISES INC.,Switzerland,1
15156,AZURITE INTERNATIONAL GROUP CORP.,Monaco,2
15157,SWISS TRAVEL COMPANY S.A.,Switzerland,1
15158,LANCREZ INVESTMENTS S.A.,Luxembourg,4
15159,HENDON STAR GROUP S.A.,Switzerland,2
15160,HIGGINS CAPITAL INC.,Luxembourg,4
15161,PACO ASSETS S.A.,Switzerland,2
15162,BORELO CORPORATION,Luxembourg,4
15163,BUILDING ASSETS GROUP CORPORATION,Bahamas,1
15164,MONDELIA MANAGEMENT S.A.,Switzerland,1
15165,CHARTULA S.A.,Switzerland,1
15166,ISER S.A.,Switzerland,1
15167,GOLDEN CAPITAL INVESTMENT S.A.,Switzerland,1
15168,HUGGINS INVESTMENTS GROUP S.A.,Switzerland,1
15169,GOLDIC INVESTMENTS GROUP CORP.,Switzerland,1
15170,HUMBER INVESTMENTS GROUP CORP.,Switzerland,1
15171,T.J.A.Y. INVESTMENTS INC.,Switzerland,1
15172,PROLIFIC INTERNATIONAL CORPORATION,Switzerland,1
15173,HILLARY EQUITIES CORP.,Switzerland,1
15174,NEVE ZEDEK AL HAYAM CORP.,Switzerland,2
15175,MISURI INVEST S.A.,Uruguay,4
15176,NEXIS OVERSEAS INC.,Switzerland,2
15177,SPRINT GLOBAL CORP.,Monaco,4
15178,CANTAL DEVELOPMENTS S.A.,Luxembourg,4
15179,MONTENOTTE REAL ESTATE S.A.,Israel,4
15180,TANARELLO S.A.,Luxembourg,1
15181,COMPAÑÍA LAGUAIRA S.A.,Andorra,4
15182,FRASSINO S.A.,Luxembourg,4
15183,GROMOLO CORP.,Luxembourg,4
15184,IMPERO INC.,Luxembourg,5
15185,BLUEBELL GROUP INC.,Switzerland,2
15186,HAYDN INTERNATIONAL COMPANY INC.,Switzerland,1
15187,RYEDALE HOLDINGS S.A.,Switzerland,2
15188,ACRISOL HOLDINGS INC.,Switzerland,1
15189,ROSETA REAL ESTATE INC.,Switzerland,1
15190,GANESTA INTERNATIONAL CORP.,Switzerland,2
15191,BINT CORP.,Luxembourg,4
15192,HUMMINGBIRD MANAGEMENT CORP.,Switzerland,3
15193,EBLING MIS CORP.,Panama,1
15194,THE SECOND FOUNDATION INC.,Switzerland,1
15195,COVINGTON ENTERPRISES INTERNATIONAL CORP.,Switzerland,1
15196,OMNI TECHNOLOGIES INTERNATIONAL S.A.,Switzerland,1
15197,BLUE WATER OVERSEAS S.A.,Switzerland,1
15198,ALTHORN PORTFOLIO S.A.,Switzerland,1
15199,LAZENBY OVERSEAS S.A.,Switzerland,1
15200,MAMIE SERVICES S.A.,Monaco,1
15201,REDDER REAL ESTATE INC.,Monaco,1
15202,GLASBOW SERVICES S.A.,Switzerland,1
15203,THORN PROMOTION INC.,Luxembourg,4
15204,TELMAV CORP.,Luxembourg,5
15205,FICOVA ASSOCIATES S.A.,Switzerland,1
15206,GEMAT INTERNATIONAL S.A.,Switzerland,1
15207,GOODAYLE TRADING CORP.,Switzerland,1
15208,HARMOND EQUITIES CORP.,Monaco,1
15209,WILLARD EQUITIES CORPORATION,Switzerland,1
15210,MANDALAY GROUP INCORPORATED,Switzerland,10
15211,VALLENZONA CORP.,Panama,4
15212,MATIFCO INC.,Costa Rica,4
15213,HOLLAMBY INC.,Luxembourg,2
15214,ARCTUR INC.,Luxembourg,2
15215,HOVER INVESTMENTS S.A.,Luxembourg,4
15216,UNIFLEX INC.,Luxembourg,2
15217,Stargate Enterprises Global S.A.,Bahamas,10
15218,RICHYVON S.A.,Luxembourg,4
15219,LUFILA HOLDINGS S.A.,Switzerland,1
15220,PHARAOH PROPERTIES CORPORATION,United Arab Emirates,3
15221,"SAAD HOLDING, S.A.",Qatar,4
15222,EAST RIDGE TRADING CORP.,Switzerland,1
15223,RED CASTLE INTERNATIONAL CORP.,Switzerland,1
15224,FDM S.A.,Panama,4
15225,BERMON EQUITIES S.A.,Panama,4
15226,MAG HOLDING GROUP S.A.,Switzerland,18
15227,LUCERNE INTERNATIONAL CORP.,Ecuador,10
15228,"DEVESA HOLDING, S.A.",Andorra,2
15229,EPSOM S.A.,Monaco,2
15230,BRANCO INC.,Luxembourg,4
15231,FOREST PARTICIPATION S.A.,Cyprus,4
15232,LENTO PROPERTIES S.A.,Luxembourg,4
15233,GOLLING CORP.,Switzerland,4
15234,EMPORIO EQUITIES S.A.,Switzerland,4
15235,HOVART CAPITAL S.A.,Luxembourg,4
15236,BILCO OVERSEAS CORP.,Switzerland,1
15237,BROWNSVILLE ASSETS S.A.,Monaco,1
15238,CLARKSVILLE CONSULTANTS INC.,Monaco,1
15239,JULIAN INTERNATIONAL HOLDINGS INC.,Switzerland,2
15240,XTREME MARKETING INC.,Switzerland,1
15241,VENTURE TECHNOLOGIES CORPORATION,Switzerland,1
15242,ACRISOL SERVICES S.A.,Switzerland,1
15243,HURSTWAY HOLDINGS CORP.,Luxembourg,4
15244,SEFTON PARK CORP.,Switzerland,4
15245,TEMPLEVIEW INTERNATIONAL INC.,Luxembourg,4
15246,BANGÜELO INVESTMENTS S.A.,Andorra,2
15247,LERDERWAY HOLDINGS CORP.,Switzerland,2
15248,HUGEWOOD CORPORATION,Switzerland,1
15249,HUMPSTEAD INVESTMENT S.A.,Switzerland,1
15250,GOLDKING INVESTMENTS ASSETS S.A.,Switzerland,1
15251,ETERNAL INTERNATIONAL GROUP CORP.,Switzerland,1
15252,OTZAR MANAGEMENT S.A.,Switzerland,1
15253,HUGUES DEVELOPMENT S.A.,Switzerland,1
15254,MONDAS INVESTMENTS S.A.,Brazil,1
15255,KELLAND MARKETING S.A.,Switzerland,1
15256,SEDONA COMMERCIAL SERVICES S.A.,Switzerland,1
15257,KELLIE MANAGEMENT CORP.,Switzerland,1
15258,JURDAN ENTERPRISES CORPORATION,Switzerland,1
15259,NISCO INTERNATIONAL GROUP CORP.,Switzerland,1
15260,PEMCO INTL. INC.,Panama,5
15261,LAZENBY HOLDING INC.,Switzerland,1
15262,DUNRIC INC.,Panama,4
15263,EMA HOLDINGS GROUP INC.,Switzerland,1
15264,TELSON GROUP INC.,Switzerland,1
15265,NIREA INCORPORATED,Switzerland,1
15266,QUANTUM BAY CORPORATION,Dominican Republic,4
15267,EDREDON INC.,Luxembourg,1
15268,PANKO BUSINESS CORP.,Luxembourg,4
15269,SALIMA PROPERTIES CORP.,Luxembourg,4
15270,TELLION INTERNATIONAL INC.,Switzerland,1
15271,HUNTLEY OVERSEAS TRADING CORPORATION,Switzerland,2
15272,YALEFORD INVESTMENT INC.,Colombia,4
15273,IRELAND CONSULTANTS GROUP INC.,Luxembourg,4
15274,VATOS INC.,Luxembourg,4
15275,MATHABA REAL ESTATE INC.,Switzerland,1
15276,BRADLEY PARTNERS INC.,Luxembourg,4
15277,BLANCA CONSULTORES S.A.,Andorra,4
15278,CHEROKEE GROUP CORP.,Switzerland,1
15279,GRAVEN INC.,Luxembourg,2
15280,HOMEPORT INC.,Luxembourg,2
15281,BARD SERVICES INC.,Switzerland,1
15282,INVEST TECHNOLOGY MANAGEMENT S.A.,Switzerland,1
15283,JUSTY TEAM CORPORATION,Switzerland,1
15284,OVERSEAS CONSULTANTS BUSINESS INC.,Switzerland,1
15285,CROVANA S.A.,Cyprus,4
15286,HURWILL TRADING CORP.,Brazil,4
15287,CONNERY BUSINESS INC.,Switzerland,1
15288,LAND INVESTMENT SECURITIES INC.,Switzerland,1
15289,MIAMI INDUSTRIAL EQUIPMENT CORP.,Switzerland,4
15290,XTREME HOLDING S.A.,Monaco,1
15291,GREEN VALLEY HOLDINGS OVERSEAS INC.,United Kingdom,1
15292,ALTHORN HOLDING S.A.,Switzerland,1
15293,MADRID PORTFOLIO S.A.,Monaco,1
15294,RUTENIO EQUITIES S.A.,Switzerland,1
15295,VANBROOK INVESTMENTS CORPORATION,Cyprus,1
15296,TRIPLE END INCORPORATED,Switzerland,1
15297,MYRNA SERVICES CORP.,Switzerland,1
15298,LILBURN TRADING GROUP S.A.,Switzerland,1
15299,ELMOND TRADING S.A.,Uruguay,2
15300,EVONSHIRE INTERNATIONAL S.A.,Luxembourg,4
15301,TITUSVILLE INVESTMENTS INC.,Monaco,1
15302,SEACREST GROUP S.A.,Monaco,1
15303,INTERVIOLETA JM CORP.,Andorra,4
15304,FONDA INC.,Luxembourg,2
15305,GESTION GENEVOISE (SWITZERLAND) S.A.,Switzerland,1
15306,SETLAND HOLDING S.A.,Uruguay,4
15307,ARDA METAL CORP.,Switzerland,1
15308,DARLTON ASSETS MANAGEMENT S.A.,Switzerland,1
15309,BANNER SYSTEMS INC.,Switzerland,1
15310,DRONFIELD INVESTMENTS CORP.,Switzerland,1
15311,ZENITH MANAGEMENT TRADING CORP.,Switzerland,1
15312,VALERE INTERNATIONAL REAL ESTATE INC.,Switzerland,1
15313,QUEST INTERNATIONAL DEVELOPMENTS S.A.,Switzerland,1
15314,HARISSON MANAGEMENT S.A.,Luxembourg,1
15315,CHIARINO INC.,Luxembourg,4
15316,PENTEMINA CORP.,Luxembourg,4
15317,CCD INVESTMENT CORP.,Panama,1
15318,FAIRYTALE CORPORATION,Panama,4
15319,ROSE GARDEN GROUP INTERNATIONAL S.A.,Luxembourg,4
15320,KEGWORTH HOLDINGS CORP.,Switzerland,1
15321,KEHOE EQUITIES S.A.,Switzerland,4
15322,NAHADA CORPORATION,Switzerland,1
15323,JURANI INVEST CORP.,Bahamas,4
15324,FERGUSSON PROPERTY S.A.,Luxembourg,4
15325,CENTURY GROUP S.A.,Switzerland,1
15326,GARUA PORTFOLIO S.A.,Switzerland,1
15327,GLASBOW CORPORATION,Switzerland,1
15328,LANTERN REAL ESTATE INC.,Monaco,1
15329,ARIONA COMPANY INC.,Israel,4
15330,KORA OVERSEAS INC.,Luxembourg,8
15331,TOMMI PROPERTIES S.A.,Luxembourg,4
15332,TAHAL INC.,Luxembourg,4
15333,AKRANA COMPANY S.A.,Switzerland,1
15334,JUMAN GLOBAL S.A.,Switzerland,1
15335,ARCOM ALLIANCE INC.,Luxembourg,4
15336,BARCELONE CONSULTANTS S.A.,Panama,5
15337,DEVICRON INTERWORKS S.A.,Cyprus,4
15338,SEDA MANAGEMENT INC.,Dominican Republic,1
15339,FELKO S.A.,Luxembourg,4
15340,QUENCHARD INTERNATIONAL GROUP S.A.,Switzerland,1
15341,LIMPKIN REAL ESTATE CORP.,Switzerland,1
15342,WEYBRIDGE COMPANY INC.,Switzerland,1
15343,O.S. INVESTMENT S.A.,Switzerland,1
15344,ROYAL INVESTMENT GROUP INC.,Venezuela,5
15345,ELVO COMPANY INC.,Switzerland,1
15346,HALEY & DALE S.A.,Switzerland,3
15347,KATE HOLDINGS INCORPORATED,Liechtenstein,4
15348,WENSEN CONSULTANTS CORPORATION,Singapore,1
15349,PIP RESOURCES INC.,Switzerland,1
15350,ISE INCORPORATED,Switzerland,1
15351,DURNINGTON ASSETS INCORPORATED,Switzerland,1
15352,WINTOUR HOUSE CORP.,Monaco,4
15353,DERIMEN PROPERTIS S.A.,Switzerland,1
15354,OPEN DEVELOPMENTS S.A.,Brazil,4
15355,PAX ALLIANCE CORP.,Luxembourg,4
15356,RUSSELL INVESTORS S.A.,Panama,4
15357,THORMAN INC.,Switzerland,4
15358,GALERO HOLDINGS S.A.,Luxembourg,4
15359,TARELL GROUP S.A.,Luxembourg,4
15360,HENDON STAR CORPORATION,Luxembourg,4
15361,"STRATFORD CONSULTANTS, INC.",Bahamas,1
15362,BLENHEIM CAPITAL S.A.,Switzerland,1
15363,BARCON UNION INTERNATIONAL CORP.,Switzerland,1
15364,BLUE STAR EUROPE INC.,Switzerland,1
15365,CHARTERHALL TRADING S.A.,Switzerland,1
15366,CHARTWAY HOLDINGS S.A.,Spain,1
15367,YAMDALVIA LAND S.A.,Switzerland,1
15368,BLUE STAR HOLDINGS PORTFOLIO S.A.,Switzerland,1
15369,ARCO TRADING INVESTMENTS CO. S.A.,Switzerland,2
15370,INVERSIONES CUADRANTE S.A.,Andorra,4
15371,MARGO CAPITAL INC.,Luxembourg,4
15372,PATTEN S.A.,Luxembourg,4
15373,KRAKATOW HOLDING S.A.,Panama,4
15374,OPUS MANAGEMENT & DEVELOPMENT GROUP INC.,United States,4
15375,MURRY HOLDING CORP.,Switzerland,1
15376,SYLABELLE TRADING INC.,Monaco,1
15377,SATOS SERVICES CORP.,Luxembourg,4
15378,SILVA ASSETS S.A.,Luxembourg,4
15379,KAMIAH S.A.,Guernsey,4
15380,ANTHEON ASSETS INC.,Panama,4
15381,RAKATAK ALLIANCE S.A.,Luxembourg,4
15382,HUMPHREY HILL SERVICES INCORPORATED,Switzerland,1
15383,HUNGLEVEST CORPORATION,Lebanon,1
15384,GOLDEN CONCORDANCE POWER COMPANY INC.,Monaco,1
15385,HUGHTON GROUP CORP.,Switzerland,1
15386,ISERAG INCORPORATED,Switzerland,1
15387,ERV HOLDINGS INCORPORATED,Monaco,1
15388,MONARCH INTERNATIONAL GROUP S.A.,Switzerland,1
15389,TENDRIS INC.,Luxembourg,2
15390,YANWORTH INC.,Luxembourg,2
15391,PIANO S.A.,Switzerland,1
15392,ALCON MANAGEMENT S.A.,Luxembourg,4
15393,LAIDLOW CORPORATION,Switzerland,1
15394,SILKMORE CORPORATION,Switzerland,1
15395,LOCKSLEY CAPITAL CORPORATION,Bahamas,4
15396,DARKWAVE HOLDING INC.,Panama,4
15397,LENNART S.A.,Panama,4
15398,ADAMSTOWN HOLDINGS S.A.,United Arab Emirates,1
15399,FANROAD INVESTMENTS CORPORATION,Switzerland,1
15400,GARRING PROPERTIES INCORPORATED,Switzerland,1
15401,BENSON PORTFOLIO S.A.,Switzerland,1
15402,BOWLING PROPERTIES INC.,Monaco,1
15403,CORCUTT CORP.,Switzerland,1
15404,TEKNOINVEST GROUP CORP.,Switzerland,1
